"index"	"budget"	"keywords"	"original_language"	"title"	"popularity"	"release_date"	"revenue"	"runtime"	"vote_average"	"vote_count"	"genre"	"release_year"	"release_month"	"release_day"	"first_actor"	"first_actor_gender"	"director_first_name"	"director_gender"
377	9e+07	"new york terrorist anonymity northern ireland"	"en"	"The Devil's Own"	15.350451	1997-03-12	140807547	107	5.9	290	"Drama"	1997	3	12	"Harrison Ford"	"male"	"Alan"	"male"
4765	0	"high school murder slasher teenager"	"en"	"Raymond Did It"	0.160779	2011-03-27	0	83	3.2	8	"Horror"	2011	3	27	"Kyle Hoskins"	"male"	"Travis"	"male"
611	6.8e+07	"cia terrorist atomic bomb cold war nuclear explosion"	"en"	"The Sum of All Fears"	22.392544	2002-05-31	1.93e+08	124	5.9	437	"Drama"	2002	5	31	"Ben Affleck"	"male"	"Phil"	"male"
4559	0	NA	"en"	"The Sound and the Shadow"	0.072359	2014-10-19	0	90	0	0	"Comedy"	2014	10	19	"Joseph E."	"male"	"Justin"	"male"
839	5.5e+07	"prostitute deification dancehall hostess per\u00f3nism argentine president"	"en"	"Evita"	7.027139	1996-12-14	141047179	134	5.9	120	"Drama"	1996	12	14	"Madonna Antonio"	"female"	"Alan"	"male"
1327	3.7e+07	"underdog sport spin off underground fighting motivational speaker"	"en"	"Creed"	57.773583	2015-11-25	173567581	133	7.3	1915	"Drama"	2015	11	25	"Michael B."	"male"	"Ryan"	"male"
3853	3500000	"thriller forensic"	"en"	"2:13"	1.271621	2009-04-25	0	96	4.6	10	"Thriller"	2009	4	25	"Mark Thompson"	"male"	"Charles"	"male"
2126	2e+07	"black people age difference jamaica vacation female protagonist"	"en"	"How Stella Got Her Groove Back"	2.003047	1998-08-14	37672350	124	6	24	"Drama"	1998	8	14	"Angela Bassett"	"female"	"Kevin"	"male"
615	6e+07	"brother brother relationship subway new york city new york subway train robbery"	"en"	"Money Train"	10.004564	1995-11-21	35431113	103	5.4	222	"Comedy"	1995	11	21	"Wesley Snipes"	"male"	"Joseph"	"male"
1927	2.5e+07	"role reversal mistaken identity train wreck"	"en"	"Mrs. Winterbourne"	7.946769	1996-04-19	10070000	105	5.3	25	"Drama"	1996	4	19	"Shirley MacLaine"	"female"	"Richard"	"male"
3025	1e+07	"india retirement home"	"en"	"The Second Best Exotic Marigold Hotel"	17.592299	2015-02-26	85978266	122	6.3	272	"Drama"	2015	2	26	"Dev Patel"	"male"	"John"	"male"
4195	2e+06	"rape fondling revenge writer strangulation"	"en"	"I Spit on Your Grave"	26.281839	2010-06-17	572809	108	6.3	519	"Thriller"	2010	6	17	"Sarah Butler"	"female"	"Steven"	"male"
3108	0	"will to survive killer forced retirement defence company jump the shark"	"en"	"Severance"	12.898984	2006-05-19	0	96	6.4	169	"Comedy"	2006	5	19	"Danny Dyer"	"male"	"Christopher"	"male"
867	5.4e+07	"italy christianity new york assassination italo-american"	"en"	"The Godfather: Part III"	59.194915	1990-12-24	136766062	162	7.1	1546	"Drama"	1990	12	24	"Al Pacino"	"male"	"Francis"	"male"
490	8e+07	"dying and death time travel romance dinosaur"	"en"	"A Sound of Thunder"	7.342892	2005-05-15	5989640	110	4.8	111	"Thriller"	2005	5	15	"Heike Makatsch"	"female"	"Peter"	"male"
3560	5e+06	"death of a friend swimming pool ouija ouija board teenager"	"en"	"Ouija"	56.30466	2014-10-24	103590271	89	4.9	983	"Horror"	2014	10	24	"Olivia Cooke"	"female"	"Stiles"	"male"
3666	1.5e+07	"cia retirement espionage terrorism"	"en"	"Dying of the Light"	10.48009	2014-12-04	0	94	4.5	118	"Drama"	2014	12	4	"Nicolas Cage"	"male"	"Paul"	"male"
4720	8500000	"slavery"	"en"	"The Birth of a Nation"	9.452808	2016-09-09	15861566	120	6.5	178	"Drama"	2016	9	9	"Nate Parker"	"male"	"Nate"	"male"
2611	1.5e+07	NA	"en"	"Whatever It Takes"	8.074807	2000-03-31	9902115	94	5	37	"Drama"	2000	3	31	"Jodi Lyn"	"female"	"David"	"male"
4420	0	"friends remote island woman director"	"en"	"Black Rock"	7.207051	2012-01-21	0	83	4.9	78	"Thriller"	2012	1	21	"Kate Bosworth"	"female"	"Katie"	"female"
1134	4.8e+07	"saving the world brother brother relationship royalty dinosaur based on video game"	"en"	"Super Mario Bros."	14.587367	1993-05-28	20915465	104	4	232	"Comedy"	1993	5	28	"Bob Hoskins"	"male"	"Annabel"	"female"
2765	1.3e+07	"new york sex nightclub money drug"	"en"	"54"	11.880899	1998-08-28	16757163	106	5.5	135	"Drama"	1998	8	28	"Ryan Phillippe"	"male"	"Mark"	"male"
3530	6e+06	"pornography sex sex addiction male female relationship internet porn"	"en"	"Don Jon"	33.296684	2013-07-26	0	90	5.9	1671	"Drama"	2013	7	26	"Joseph Gordon-Levitt"	"male"	"Joseph"	"male"
711	5.8e+07	"cia retirement shot to death sniper rifle retired"	"en"	"RED"	41.430245	2010-10-13	71664962	111	6.6	2808	"Comedy"	2010	10	13	"Bruce Willis"	"male"	"Robert"	"male"
4250	0	"usa capitalism department store protest community"	"en"	"Wal-Mart: The High Cost of Low Price"	1.404175	2005-11-04	0	98	6.9	24	"Documentary"	2005	11	4	"Lee Scott"	"male"	"Robert"	"male"
3792	1.6e+07	"lovers woman director"	"en"	"Adore"	18.790221	2013-04-03	318982	100	6.1	291	"Drama"	2013	4	3	"Naomi Watts"	"female"	"Anne"	"female"
2422	1.7e+07	"competition roommate college female friendship music"	"en"	"Pitch Perfect"	32.746486	2012-09-28	115350426	112	7.3	2247	"Comedy"	2012	9	28	"Anna Kendrick"	"female"	"Jason"	"male"
1742	2.8e+07	"martial arts atomic bomb ghetto parkour cops"	"en"	"Brick Mansions"	25.520976	2014-04-22	68896829	90	5.7	615	"Drama"	2014	4	22	"Paul Walker"	"male"	"Camille"	"female"
1485	3.3e+07	"chicago fbi menace covered investigation state of emergency"	"en"	"The Watcher"	7.339908	2000-09-08	0	96	4.9	110	"Thriller"	2000	9	8	"James Spader"	"male"	"Joe"	"male"
2376	0	"psychoanalysis comedian relationship problems advice experience"	"en"	"Anything Else"	8.945081	2003-08-27	0	108	6.2	149	"Comedy"	2003	8	27	"Woody Allen"	"male"	"Woody"	"male"
2888	1.2e+07	"brother brother relationship assassination culture clash war on drugs yakuza"	"ja"	"Brother"	5.327714	2000-09-09	15250000	114	6.8	107	"Drama"	2000	9	9	"Takeshi Kitano"	"male"	"Takeshi"	"male"
2844	0	"sex lie college funeral friendship"	"en"	"The Upside of Anger"	6.2464	2005-01-23	0	118	6.4	72	"Drama"	2005	1	23	"Joan Allen"	"female"	"Mike"	"male"
2457	1.6e+07	"female nudity sex sexism sperm bank erection"	"en"	"Road Trip"	14.759948	2000-05-19	119754278	93	5.9	542	"Comedy"	2000	5	19	"Breckin Meyer"	"male"	"Todd"	"male"
2417	1.5e+07	"ambush new mexico van family holiday axe in the head"	"en"	"The Hills Have Eyes"	35.107857	2006-03-10	69623713	107	6.1	705	"Thriller"	2006	3	10	"Aaron Stanford"	"male"	"Alexandre"	"male"
1782	1.5e+07	"crime fighter cook drug dealer dying and death kindergarten"	"en"	"Kindergarten Cop"	5.411154	1990-12-21	201957688	111	5.8	628	"Comedy"	1990	12	21	"Arnold Schwarzenegger"	"male"	"Ivan"	"male"
1065	4.5e+07	"lover (female) golf man-woman relation sport woman between two men"	"en"	"Tin Cup"	10.731574	1996-08-16	53854588	135	5.9	150	"Drama"	1996	8	16	"Kevin Costner"	"male"	"Ron"	"male"
1952	2.5e+07	"poetry lawyer drug smuggling drug trafficking red dress"	"en"	"The Counselor"	35.022029	2013-10-25	71009334	117	5	712	"Drama"	2013	10	25	"Michael Fassbender"	"male"	"Ridley"	"male"
2454	1.6e+07	"gas station motel utah stupidity pill"	"en"	"Dumb and Dumber"	35.777067	1994-12-16	247275374	107	6.5	1859	"Comedy"	1994	12	16	"Jim Carrey"	"male"	"Bobby"	"male"
577	7e+07	"saving the world predator laserpointer space marine pyramid"	"en"	"AVP: Alien vs. Predator"	42.957216	2004-08-12	171183863	101	5.5	1217	"Action"	2004	8	12	"Sanaa Lathan"	"female"	"Paul"	"male"
4714	0	NA	"en"	"An American in Hollywood"	0.015697	2014-07-18	0	89	0	0	NA	2014	7	18	"J.D. Williams"	NA	"Sai"	"male"
2197	2e+07	"based on novel loser magazine womanizer mission"	"en"	"What's Your Number?"	19.220789	2011-09-30	30426096	106	6.2	671	"Comedy"	2011	9	30	"Chris Evans"	"male"	"Mark"	"male"
32	2e+08	"based on novel fictional place queen fantasy alice in wonderland"	"en"	"Alice in Wonderland"	78.530105	2010-03-03	1025491110	108	6.4	4645	"Adventure"	2010	3	3	"Mia Wasikowska"	"female"	"Tim"	"male"
4035	2500000	"giant insect"	"de"	"Stung"	4.270489	2015-07-03	0	87	4.9	63	"Comedy"	2015	7	3	"Matt O'Leary"	"male"	"Benni"	NA
1958	2.5e+07	"based on novel cemetery narration nudity funeral"	"en"	"On the Road"	14.613152	2012-05-22	8784318	137	5.5	301	"Drama"	2012	5	22	"Garrett Hedlund"	"male"	"Walter"	"male"
1754	2.7e+07	"female friendship best friend summer vacation woman director young adult"	"en"	"The Sisterhood of the Traveling Pants 2"	11.870301	2008-08-06	44352417	117	6	238	"Drama"	2008	8	6	"Alexis Bledel"	"female"	"Sanaa"	"female"
3033	2.5e+07	"new york life and death gang war police china town"	"en"	"The Corruptor"	4.068107	1999-03-12	15156200	110	6	57	"Thriller"	1999	3	12	"Mark Wahlberg"	"male"	"James"	"male"
1941	2.5e+07	"sex journalist journalism 1970s entertainer"	"en"	"Where the Truth Lies"	4.051221	2005-10-07	0	107	5.9	66	"Drama"	2005	10	7	"Kevin Bacon"	"male"	"Atom"	"male"
2963	1.4e+07	NA	"en"	"An Ideal Husband"	4.519523	1999-04-15	18535191	97	6.3	46	"Drama"	1999	4	15	"Cate Blanchett"	"female"	"Oliver"	"male"
2190	0	"college lost and found older brother younger sister woman director young adult"	"en"	"Loser"	5.214408	2000-07-21	0	98	5	120	"Drama"	2000	7	21	"Jason Biggs"	"male"	"Amy"	"female"
4047	0	NA	"en"	"Redemption Road"	0.197264	2011-08-26	0	91	4.7	6	"Drama"	2011	8	26	"Michael Clarke"	"male"	"Mario"	"male"
2565	0	"mission of murder school party high school reunion"	"en"	"Grosse Pointe Blank"	13.817269	1997-04-11	28084357	107	6.9	275	"Comedy"	1997	4	11	"John Cusack"	"male"	"George"	"male"
1048	4.5e+07	"africa himalaya brain tumor wife husband relationship sense of life"	"en"	"The Bucket List"	31.305336	2007-12-25	175372502	97	7	1111	"Drama"	2007	12	25	"Jack Nicholson"	"male"	"Rob"	"male"
4161	1950000	NA	"en"	"The Marine 4: Moving Target"	3.696123	2015-04-10	0	90	5.8	49	"Thriller"	2015	4	10	"Mike Mizanin"	"male"	"William"	"male"
1110	5e+07	"budapest key vampire light werewolf"	"en"	"Underworld: Evolution"	49.020045	2006-01-12	111340801	106	6.4	1528	"Thriller"	2006	1	12	"Kate Beckinsale"	"female"	"Len"	"male"
4772	31192	"murder dark comedy crime family"	"en"	"Down Terrace"	1.330379	2009-09-01	10000	89	6.3	26	"Drama"	2009	9	1	"Robert Hill"	"male"	"Ben"	"male"
1935	2.5e+07	"new zealand utah life's dream independent film motorcycle"	"en"	"The World's Fastest Indian"	8.450513	2005-10-12	0	127	7.3	166	"Drama"	2005	10	12	"Anthony Hopkins"	"male"	"Roger"	"male"
210	1.25e+08	"double life dc comics dual identity crime fighter fictional place"	"en"	"Batman & Robin"	50.073575	1997-06-20	238207122	125	4.2	1418	"Action"	1997	6	20	"George Clooney"	"male"	"Joel"	"male"
4472	5e+05	"hotel wife husband relationship hitman infection forest"	"en"	"Kill List"	12.203041	2011-09-02	171760	95	6	210	"Thriller"	2011	9	2	"Neil Maskell"	"male"	"Ben"	"male"
942	5e+07	"love triangle afterlife day of the dead bullfighting"	"en"	"The Book of Life"	34.890999	2014-10-01	97437106	95	7.3	755	"Comedy"	2014	10	1	"Diego Luna"	"male"	"Jorge"	"male"
3027	0	"mother man-woman relation single matchmaking single mother"	"en"	"The Perfect Man"	11.158906	2005-06-17	0	100	5.5	203	"Drama"	2005	6	17	"Hilary Duff"	"female"	"Mark"	"male"
63	1.8e+08	"saving the world witch based on novel brother sister relationship self sacrifice"	"en"	"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"	67.391328	2005-12-07	748806957	143	6.7	2629	"Adventure"	2005	12	7	"William Moseley"	"male"	"Andrew"	"male"
4708	0	"bmx"	"en"	"Heroes of Dirt"	0.076647	2015-09-04	0	98	0	0	"Drama"	2015	9	4	"Joel Moody"	"male"	"Eric"	"male"
2661	14500000	"shakespeare forbidden love gun violence star crossed lovers shakespeare in modern dress"	"en"	"Romeo + Juliet"	41.493042	1996-10-31	147298761	120	6.7	1374	"Drama"	1996	10	31	"Leonardo DiCaprio"	"male"	"Baz"	NA
3180	8500000	"gunslinger mexico hotel ransom mexican standoff"	"en"	"The Way of the Gun"	8.775844	2000-09-08	19125401	119	6.4	100	"Drama"	2000	9	8	"Benicio del"	"male"	"Christopher"	"male"
4396	0	"affection woman director"	"en"	"16 to Life"	0.108468	2009-09-19	0	118	4.4	5	"Comedy"	2009	9	19	"Hallee Hirsh"	"female"	"Becky"	"female"
428	8e+07	"holiday corruption double life dc comics crime fighter"	"en"	"Batman Returns"	59.113174	1992-06-19	2.8e+08	126	6.6	1673	"Action"	1992	6	19	"Michael Keaton"	"male"	"Tim"	"male"
1325	4e+07	"american football college biography sport syracuse university"	"en"	"The Express"	3.87823	2008-10-10	9793496	130	7.1	71	"Drama"	2008	10	10	"Rob Brown"	"male"	"Gary"	"male"
4558	0	"carnival musical sequel devil dark carnival"	"en"	"Alleluia! The Devil's Carnival"	0.674398	2016-03-29	0	0	6	2	"Horror"	2016	3	29	"Terrance Zdunich"	"male"	"Darren"	"male"
4234	1500000	"schizophrenia lunatic asylum psychology relation coin"	"en"	"Session 9"	11.064228	2001-08-10	373967	100	6.2	251	"Horror"	2001	8	10	"Peter Mullan"	"male"	"Brad"	"male"
100	1.5e+08	"diary navy funeral tea travel"	"en"	"The Curious Case of Benjamin Button"	60.269279	2008-11-24	333932083	166	7.3	3292	"Drama"	2008	11	24	"Cate Blanchett"	"female"	"David"	"male"
3346	6600000	"african american wedding class differences martha's vineyard"	"en"	"Jumping the Broom"	4.492455	2011-05-06	37710610	112	6	56	"Comedy"	2011	5	6	"Paula Patton"	"female"	"Salim"	"male"
3424	6500000	"southern accent wanted man lynch mob reflection in water lesson"	"en"	"The Adventures of Huck Finn"	2.163683	1993-04-02	0	108	6.2	42	"Drama"	1993	4	2	"Elijah Wood"	"male"	"Stephen"	"male"
2292	0	NA	"en"	"Thomas and the Magic Railroad"	1.916351	2000-07-26	0	85	4.6	8	"Drama"	2000	7	26	"Alec Baldwin"	"male"	"Britt"	"male"
4752	65000	"sister sister relationship male female relationship mother daughter relationship youtube woman director"	"en"	"Tiny Furniture"	2.380332	2010-11-12	416498	99	5.6	59	"Drama"	2010	11	12	"Lena Dunham"	"female"	"Lena"	"female"
4785	0	NA	"en"	"Stories of Our Lives"	0.327794	2014-09-05	0	60	0	0	"Drama"	2014	9	5	"Louis Brooke"	"male"	"Jim"	"male"
4465	780000	"winter belgium world war ii nazis bravery"	"en"	"Saints and Soldiers"	6.003418	2003-09-11	0	90	6.6	98	"Drama"	2003	9	11	"Larry Bagby"	"male"	"Ryan"	"male"
1492	3.2e+07	"germany war crimes trial female prisoner teenager"	"en"	"The Reader"	33.923786	2008-12-10	113019290	124	7.2	813	"Drama"	2008	12	10	"Kate Winslet"	"female"	"Stephen"	"male"
1224	4.7e+07	"premonition death by accident crash end is here duringcreditsstinger"	"en"	"Final Destination 5"	38.555482	2011-08-12	157887643	92	5.9	866	"Horror"	2011	8	12	"Emma Bell"	"female"	"Steven"	"male"
325	9.5e+07	"blue footed booby prehistoric times melting ice badger elephant seal"	"en"	"Ice Age: Continental Drift"	65.229868	2012-06-26	877244782	88	6.2	2672	"Comedy"	2012	6	26	"John Leguizamo"	"male"	"Steve"	"male"
1611	3e+07	"martial arts authority tournament battle fighting"	"en"	"Mortal Kombat: Annihilation"	11.916389	1997-11-21	51376861	95	3.8	221	"Action"	1997	11	21	"Robin Shou"	"female"	"John"	"male"
973	5e+07	"drug addiction military court panama military service court"	"en"	"Basic"	19.226763	2003-04-18	42792561	98	6.2	286	"Drama"	2003	4	18	"John Travolta"	"male"	"John"	"male"
2014	2.5e+07	"suicide new york hotel fire hotel room"	"en"	"1408"	35.169779	2007-07-12	94679598	104	6.5	1343	"Thriller"	2007	7	12	"John Cusack"	"male"	"Mikael"	"male"
2446	16500000	"neighbor child killed by animal writing class makeup artist bee sting"	"en"	"My Girl"	20.935169	1991-11-27	0	102	7	428	"Drama"	1991	11	27	"Anna Chlumsky"	"female"	"Howard"	"male"
3606	5e+06	"hotel revolution race against time engineer coup"	"en"	"No Escape"	38.006982	2015-08-26	54418872	103	6.7	777	"Thriller"	2015	8	26	"Owen Wilson"	"male"	"John"	"male"
776	6e+07	"based on novel"	"en"	"Winter's Tale"	22.736038	2014-02-13	30800231	118	6	487	"Drama"	2014	2	13	"Colin Farrell"	"male"	"Akiva"	"male"
220	1.3e+08	"android dystopia alien spin off creation"	"en"	"Prometheus"	68.889395	2012-05-30	403170142	124	6.3	5080	"Adventure"	2012	5	30	"Noomi Rapace"	"female"	"Ridley"	"male"
4455	8e+05	"independent film"	"en"	"Ruby in Paradise"	0.59424	1993-10-08	1001437	114	5.6	10	"Drama"	1993	10	8	"Ashley Judd"	"female"	"Victor"	"male"
87	1.9e+08	"inventor apocalypse destiny imax dreamer"	"en"	"Tomorrowland"	130.311355	2015-05-19	209154322	130	6.2	2846	"Adventure"	2015	5	19	"Britt Robertson"	"male"	"Brad"	"male"
3598	0	NA	"en"	"The Haunting of Molly Hartley"	8.309894	2008-10-31	0	82	4.3	48	"Drama"	2008	10	31	"Haley Bennett"	"female"	"Mickey"	"male"
483	8e+07	"professor time travel quantum mechanics hundred years' war excavation"	"en"	"Timeline"	11.22268	2003-11-26	19480739	116	5.4	318	"Action"	2003	11	26	"Paul Walker"	"male"	"Richard"	"male"
3099	0	"martial arts stadium champion shaolin steel helmet"	"cn"	"Shaolin Soccer"	17.54768	2001-07-12	42776760	113	6.6	491	"Comedy"	2001	7	12	"Stephen Chow"	"male"	"Stephen"	"male"
3384	7e+06	"adoptive mother nymphomaniac mother daughter relationship"	"en"	"Mother and Child"	5.517597	2009-11-07	0	125	6.7	46	"Drama"	2009	11	7	"Naomi Watts"	"female"	"Rodrigo"	"male"
1230	2.5e+07	"new york atomic bomb ladykiller hypnosis superhero"	"en"	"The Shadow"	8.178203	1994-07-01	48063435	108	5.4	138	"Thriller"	1994	7	1	"Alec Baldwin"	"male"	"Russell"	"male"
3405	7e+06	"wormhole space travel supernatural powers spaceship alien"	"en"	"Stargate: The Ark of Truth"	8.591387	2008-03-11	8900000	97	6.9	140	"Adventure"	2008	3	11	"Ben Browder"	"male"	"Robert"	"male"
4506	0	NA	"en"	"The Maid's Room"	1.501688	2014-08-08	0	98	4.8	4	"Thriller"	2014	8	8	"Paula Garc\u00e9s"	"female"	"Michael"	"male"
4207	0	NA	"en"	"Out of the Dark"	3.215465	2014-08-27	0	92	4.6	55	"Thriller"	2014	8	27	"Julia Stiles"	"female"	"Llu\u00eds"	NA
1729	0	"pedophilia daughter anti-christ incest"	"en"	"Lost Souls"	3.312385	2000-10-13	0	97	4.5	38	"Thriller"	2000	10	13	"Winona Ryder"	"female"	"Janusz"	"male"
3746	4e+06	"male nudity female nudity sex adultery infidelity"	"en"	"The Boy Next Door"	24.161735	2015-01-23	52425855	91	4.1	1022	"Thriller"	2015	1	23	"Jennifer Lopez"	"female"	"Rob"	"male"
1370	3.5e+07	"gambling card game professor harvard university cohabitant"	"en"	"21"	45.149948	2008-03-27	69823199	123	6.5	1375	"Drama"	2008	3	27	"Jim Sturgess"	"male"	"Robert"	"male"
1300	3.8e+07	"romantic comedy romance tv morning show relationship opposites attract"	"en"	"The Ugly Truth"	22.332927	2009-07-24	205298907	96	6.4	972	"Comedy"	2009	7	24	"Katherine Heigl"	"female"	"Robert"	"male"
1446	3.2e+07	"philosophy father son relationship red hair brother sister relationship sun"	"en"	"The Tree of Life"	43.862456	2011-05-18	54674226	139	6.5	987	"Drama"	2011	5	18	"Brad Pitt"	"male"	"Terrence"	"male"
1920	2.5e+07	"bank training beating mixed martial arts teacher"	"en"	"Warrior"	51.915025	2011-09-09	23057115	140	7.7	1272	"Drama"	2011	9	9	"Tom Hardy"	"male"	"Gavin"	"male"
4246	2e+06	"california sex bar motel highway"	"en"	"Trucker"	1.20173	2008-04-24	0	90	6.8	16	"Drama"	2008	4	24	"Michelle Monaghan"	"female"	"James"	"male"
406	0	"holiday santa claus duringcreditsstinger woman director christmas"	"en"	"Arthur Christmas"	19.83683	2011-02-22	0	97	6.7	333	"Drama"	2011	2	22	"James McAvoy"	"male"	"Barry"	"male"
2081	0	NA	"en"	"Molly"	2.636193	1999-10-22	0	102	5.5	14	"Drama"	1999	10	22	"Elisabeth Shue"	"female"	"John"	"male"
56	1.85e+08	"sequel stranded hatred space opera"	"en"	"Star Trek Beyond"	65.352913	2016-07-07	343471816	122	6.6	2568	"Action"	2016	7	7	"Chris Pine"	"male"	"Justin"	"male"
3074	1e+07	"prison release from prison suitcase record producer investigation"	"en"	"The Limey"	8.902102	1999-05-15	3193102	89	6.6	105	"Drama"	1999	5	15	"Terence Stamp"	"male"	"Steven"	"male"
2653	2e+07	"3d khumba"	"en"	"Khumba"	6.459787	2013-07-18	27187375	85	5.8	72	"Adventure"	2013	7	18	"Jake T."	"male"	"Anthony"	"male"
3778	0	"philosophy mentor artist painting friendship"	"en"	"The Art of Getting By"	12.690224	2011-06-17	1406224	83	6.5	415	"Drama"	2011	6	17	"Freddie Highmore"	"male"	"Gavin"	"male"
4224	1500000	"medium evil spirit house warming aftercreditsstinger"	"en"	"Insidious"	58.594852	2010-09-13	97009150	103	6.8	1737	"Thriller"	2010	9	13	"Patrick Wilson"	"male"	"James"	"male"
731	6e+07	"fbi cold war hitman"	"en"	"The Jackal"	19.747459	1997-11-14	159330280	124	6.1	527	"Thriller"	1997	11	14	"Bruce Willis"	"male"	"Michael"	"male"
443	8e+07	"wishes come true escapade disorder imaginary miraculous event"	"en"	"Bedtime Stories"	23.531721	2008-12-24	212874442	99	5.9	901	"Comedy"	2008	12	24	"Adam Sandler"	"male"	"Adam"	"male"
1038	2.5e+07	"undercover biography drug drug lord"	"en"	"The Infiltrator"	24.672234	2016-07-13	15436808	127	6.6	573	"Drama"	2016	7	13	"Bryan Cranston"	"male"	"Brad"	"male"
511	7.5e+07	"mutant marvel comic superhero based on comic book superhuman"	"en"	"X-Men"	4.66891	2000-07-13	296339527	104	6.8	4097	"Action"	2000	7	13	"Patrick Stewart"	"male"	"Bryan"	"male"
125	1.5e+08	"saving the world artificial intelligence man vs machine martial arts kung fu"	"en"	"The Matrix Reloaded"	70.78591	2003-05-15	738599701	138	6.7	3443	"Thriller"	2003	5	15	"Keanu Reeves"	"male"	"Lilly"	"female"
2214	2e+07	"gay dance architect artist tango"	"en"	"Three to Tango"	7.553773	1999-10-22	0	98	5.4	62	"Comedy"	1999	10	22	"Matthew Perry"	"male"	"Damon"	"male"
4611	0	NA	"en"	"The Big Swap"	0.627763	1998-06-11	0	0	0	0	NA	1998	6	11	"Mark Adams"	"male"	"Niall"	"male"
2951	1.1e+07	"folk music performance aspiring singer new york city recording"	"en"	"Inside Llewyn Davis"	36.319205	2013-10-06	32935319	105	7.2	834	"Drama"	2013	10	6	"Oscar Isaac"	"male"	"Joel"	"male"
2601	0	NA	"en"	"Barney's Great Adventure"	0.722911	1998-01-01	0	76	2.9	8	"Family"	1998	1	1	NA	NA	"Steve"	"male"
4422	0	"independent film"	"en"	"The Pet"	1.284741	2006-05-17	0	94	5.3	3	"Drama"	2006	5	17	"Pierre Dulat"	"male"	"D."	NA
1143	6.5e+07	"poetry knight tournament duel torture"	"en"	"A Knight's Tale"	36.670399	2001-05-11	117487473	132	6.6	907	"Drama"	2001	5	11	"Heath Ledger"	"male"	"Brian"	"male"
3066	9e+06	"grieving widower widower"	"en"	"Black or White"	12.172131	2014-09-06	21571189	121	6.5	115	"Drama"	2014	9	6	"Kevin Costner"	"male"	"Mike"	"male"
2997	1e+07	"suicide england fire country house shower"	"en"	"The Boy"	38.179483	2016-01-22	64188367	97	5.8	1102	"Thriller"	2016	1	22	"Lauren Cohan"	"female"	"William"	"male"
242	1.2e+08	"teleportation transformation telekinesis portal marvel comic"	"en"	"Fantastic Four"	38.126095	2015-08-05	167977596	100	4.4	2278	"Action"	2015	8	5	"Miles Teller"	"male"	"Josh"	"male"
4328	0	"exorcism"	"en"	"The Vatican Exorcisms"	0.447166	2013-05-29	0	0	4.4	11	"Horror"	2013	5	29	"Joe Marino"	"male"	"Joe"	"male"
4350	1e+06	"climate change greenhouse effect climate earth global warming"	"en"	"An Inconvenient Truth"	14.139004	2006-01-24	46243000	100	6.7	251	"Documentary"	2006	1	24	"Al Gore"	"male"	"Davis"	"male"
2319	1.7e+07	"fish aquarium carnival house callboy"	"en"	"Deuce Bigalow: Male Gigolo"	9.832326	1999-12-10	65535067	88	5.5	308	"Comedy"	1999	12	10	"Rob Schneider"	"male"	"Mike"	"male"
1361	3.5e+07	"rookie cop dog biscuit shooting practice sitting on a toilet judo throw"	"en"	"Lethal Weapon 3"	36.172182	1992-05-15	321731527	118	6.4	811	"Comedy"	1992	5	15	"Mel Gibson"	"male"	"Richard"	"male"
3681	0	"auto autoritian education independent film teacher"	"en"	"Driving Lessons"	7.667888	2006-04-30	0	98	6.3	47	"Drama"	2006	4	30	"Laura Linney"	"female"	"Jeremy"	"male"
1692	0	NA	"en"	"Mumford"	4.310168	1999-09-24	0	112	6.3	26	"Drama"	1999	9	24	"Loren Dean"	"male"	"Lawrence"	"male"
4037	2400000	"washington d.c. bus march"	"en"	"Get on the Bus"	4.623059	1996-10-16	5731103	120	7	11	"Drama"	1996	10	16	"Ossie Davis"	"female"	"Spike"	"male"
2101	3.7e+07	"undercover fbi fish out of water high society buddy cop"	"en"	"White Chicks"	28.703007	2004-06-23	113086475	109	6.3	679	"Comedy"	2004	6	23	"Shawn Wayans"	"male"	"Keenen"	"male"
877	5.3e+07	"boston based on true story organized crime"	"en"	"Black Mass"	46.049902	2015-09-04	98837872	122	6.3	1242	"Drama"	2015	9	4	"Johnny Depp"	"male"	"Scott"	"male"
3896	3e+06	"drowning pennsylvania child murderer car set on fire murder"	"en"	"Sinister"	41.045084	2012-03-29	77712439	110	6.7	1573	"Thriller"	2012	3	29	"Ethan Hawke"	"male"	"Scott"	"male"
2920	1.1e+07	"coma musician teenage girl car accident teenager"	"en"	"If I Stay"	31.162838	2014-08-21	78874843	106	7.3	1368	"Drama"	2014	8	21	"Chlo\u00eb Grace"	NA	"R.J."	NA
1394	3.5e+07	"undercover colombia mafia mobster dirty cop"	"en"	"Donnie Brasco"	40.370442	1997-02-27	41954997	127	7.4	1147	"Drama"	1997	2	27	"Johnny Depp"	"male"	"Mike"	"male"
2424	0	"brother brother relationship money delivery airplane greed friendship"	"en"	"A Simple Plan"	10.178917	1998-12-11	0	121	6.9	187	"Drama"	1998	12	11	"Bill Paxton"	"male"	"Sam"	"male"
2706	1.4e+07	"france revolution biography president history"	"en"	"Jefferson in Paris"	0.900442	1995-03-31	2474000	139	5.2	10	"Drama"	1995	3	31	"Nick Nolte"	"male"	"James"	"male"
